Id,Code,Name,NewSectorName,NewSubSectorName,NewIndustryName,NewSubIndustryName,SectorName,SubSectorName,BoardRecording,HeadOffice,Phone,RepresentativeName,WebsiteUrl,Address,TotalEmployees,ExchangeAdministration,Npwp,Npkp,IsActive,ListingDate,AnnualDividend,GeneralInformation,Fax,FoundingDate,CompanyEmail
445,SCPI,Organon Pharma Indonesia Tbk.,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,MISCELLANEOUS INDUSTRY,Others,2,Jakarta,021 - 5789 7000,Erwin Agung // erwin.agung@merck.com // (021) 5789-7000,-,"Gedung Wisma BNI 46, Lantai 27  Jln Jendral Sudirman Kav.1  Jakarta 10220.",312,PT. Ficomindo Buana Registrar,01.001.702.8-054.000,-,True,08 Jun 1990,0.0,"PT Merck Sharp Dohme Pharma (IDX: SCPI) dahulu PT. Merck Sharp Dohme Pharma Tbk bergerak dalam bidang pengolahan, pengemasan dan pengembangan produk farmasi untuk konsumsi manusia dan hewan, perlengkapan mandi, kosmetik, perlatan rumah tangga dan produk terkait; mempromosikan dan mengekspor produk farmasi; distributor utama alat kesehatan; mengimpor bahan baku, barang jadi dan peralatan medis yang relevan; dan menyediakan layanan konsultasi bisnis dan manajemen. Perusahaan mulai beroperasi secara komersial pada bulan Januari 1975. Perusahaan adalah anggota dari badan usaha milik Merck & Co, Amerika Serikat. Perusahaan resmi listing di BEI pada tanggal 08 Juni 1990 dan beralamat di Gedung Wisma BNI 46, Lantai 27 Jln Jendral Sudirman Kav.1 Jakarta 10220.",021 - 5789 7099,07 March 1972,rianto.kosasih@spcorp.com

446,SDMU,Sidomulyo Selaras Tbk.,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,"INFRASTRUCTURE, UTILITIES & TRANSPORTATION",Transportation,2,Jakarta,(021) 4266002,Jonathan Walewangko // jonathan_w@sidomulyo.com // 081280111777,www.sidomulyo.com,Jl. Gunung Sahari III No. 12 A  Jakarta 10610,-,PT. Adimitra Jasa Korpora,01.592.233.9-046.000,-,True,12 Jul 2011,0.0,"PT Sidomulyo Selaras Tbk (IDX: SDMU) perusahaan bergerak dalam bidang transportasi bahan kimia beracun dan berbahaya, dan pengangkutan minyak mentah. Perusahaan mulai beroperasi secara komersial pada tahun 1994. Perusahaan resmi listing di BEI pada tanggal 12 Juli 2011 dan beralamat di Jl. Gunung Sahari III No. 12 A Jakarta 10610.",(021) 4266020,13 January 1993,jonathan_w@sidomulyo.com

447,SDPC,Millennium Pharmacon International Tbk.,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Ritel & Distributor Obat-obatan,"TRADE, SERVICES, & INVESTMENT",Wholesale (Durable & Non Durable Goods),1,Jakarta,021-727 88907; 727 88906,Dian Anggreni // Anggreni@mail.sdpc.co.id // (021) 7278-8907,0,Gedung Bank Panin Center Lt.9  Jl. Jend. Sudirman-Senayan  Jakarta 10270,842,PT. Sirca Datapro Perdana,01.300.861.0-054.000,-,True,07 Mei 1990,0.0,"PT Millennium Pharmacon International Tbk (IDX: SDPC) perusahaan bergerak dalam bidang distribusi dan perdagangan produk farmasi, suplemen makanan dan produk diagnostik. Produk tersebut didistribusikan ke berbagai saluran distribusi seperti toko obat, farmasi, rumah sakit, supermarket dan toko eceran. Perusahaan mulai beroperasi secara komersial pada tahun 1952. Perusahaan resmi listing di BEI pada tanggal 07 Mei 1990 dan beralamat di Crown Bungur Arteri Lantai 2-4, Jl. Sultan Iskandar Muda No.18, Kel. Kebayoran Lama Selatan, Kec. Kebayoran Lama, Jakarta Selatan 12220.",021-722 8090,1952,ernie@mail.sdpc.co.id

448,SDRA,Bank Woori Saudara Indonesia 1906 Tbk.,Keuangan,Bank,Bank,Bank,FINANCE,Bank,1,"Jawa Barat, Bandung",(62-21) 50871906,I Made Mudiastra // made@bankwoorisaudara.com // (022) 8783-1906,www.bankwoorisaudara.com,"Gedung Treasury Tower Lt. 26 & 27 District 8, SCBD Lot. 28 Jl. Jend. Sudirman Kav. 52 - 53 Jakarta",590,PT. Sinartama Gunita,01.148.782.4-054.000,-,True,15 Des 2006,5.0,PT Bank Woori Saudara Indonesia 1906 Tbk (IDX: SDRA) perusahaan bergerak dalam bidang jasa perbankan komersial. Bank memperoleh izin dan memulai operasi komersialnya sebagai bank umum pada tanggal 7 April 1993. Bank Saudara memulai kegiatan kustodiannya pada tanggal 8 Oktober 2007 dan operasi valuta asing pada tanggal 14 April 2008. Perusahaan resmi listing di BEI pada tanggal 15 Desember 2006 dan berkantor pusat di Jl. Buah Batu No. 58 Bandung – Jawa Barat.,(62-21) 50871900,15 June 1974,saudara@bankwoorisaudara.com

1227,SEMA,Semacom Integrated Tbk.,Energi,Energi Alternatif,Bahan Bakar Alternatif,Bahan Bakar Alternatif,"INFRASTRUCTURE, UTILITIES & TRANSPORTATION",Energy,2,"Jl. Intan I RT 001/001, Kp Poncol - Desa Curug, Kec. Gunung Sindur - Bogor, Jawa Barat 16340 Indonesia",+62 251 861 5872,,https://www.semacom-integrated.com,,,PT. Adimitra Jasa Korpora.,,,True,10-Jan-2022,0.0,"PT Semacom Integrated Tbk (IDX: SEMA) didirikan pada tahun 2009. Perusahaan bergerak dalam kegiatan usaha produksi panel listrik, perakitan baterai listrik, dan energi terbarukan. Perusahaan merupakan pemilik lisensi pertama di Indonesia dari Siemens untuk memproduksi panel-panel listrik type-tested. Perusahaan menawarkan produk Siemens, Hyundai Electric, FiberHome FitOn Series, dan Non Typetested & Customized Switchboard. Perusahaan resmi listing di BEI pada tanggal 10 Januari 2022 dan berkantor pusat di Jalan Intan I KP. Poncol, RT 001, RW 001, Kel. Curug, Kec. Gunung Sindur, Kab. Bogor, Prov. Jawa Barat.",-,2009,

1081,SFAN,Surya Fajar Capital Tbk.,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,"TRADE, SERVICES, & INVESTMENT",Others,2,"Satrio Tower Lantai 14, Jalan Prof. Dr. Satrio Kav. C4 Kawasan Mega Kuningan, Jakarta Selatan 12950, Indonesia",+62 21 2251 3339,Evie Feniyanti // corsec@sfcapital.co.id // (021) 2251 3339,https://www.sfcapital.co.id/,-,-,PT. Adimitra Jasa Korpora,76.573.695.4-077.000,-,True,19-Jun-2019,0.0,"PT Surya Fajar Capital Tbk (IDX: SFAN) perusahaan bergerak di bidang investasi, layanan, manajemen dan konsultasi bisnis, perdagangan dan keuangan, layanan keuangan lainnya melalui anak perusahaan. Perusahaan resmi listing di BEI pada tanggal 19 Juni 2019 dan beralamat di Satrio Tower Lantai 14, Jalan Prof. Dr. Satrio Kav. C4 Kawasan Mega Kuningan, Jakarta Selatan 12950.",+62 21 2598 1342,2015,corsec@sfcapital.co.id

1155,SGER,Sumber Global Energy Tbk.,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,"TRADE, SERVICES, & INVESTMENT",Wholesale (Durable & Non Durable Goods),2,"Graha BIP Lantai 2, Jalan Gatot Subroto Kav. 23, Jakarta Selatan 12930",021-2500120,Muhammad Bagus Kestiadi // corsec@sumberglobalenergy.com // 021-212500120,http://sumberglobalenergy.co.id/,-,-,PT. Adimitra Jasa Korpora,02.795.370.2-081.000,-,True,10-Aug-2020,0.0,"PT Sumber Global Energy Tbk (IDX: SGER) didirikan pada tanggal 17 Maret 2008. Perusahaan bersama anak usahanya bergerak dalam bidang perdagangan besar bahan bakar padat, cair, gas, energi terbaru dan terbarukan serta pertambangan logam dan mineral tanah jarang (rare earth). Perusahaan memulai kegiatan operasionalnya pada tahun 2011. Perusahaan resmi listing di BEI pada tanggal 10 Agustus 2020 dan beralamat di Graha BIP Lantai 2, Jalan Gatot Subroto Kav. 23, Jakarta Selatan 12930.",021-2500243,2008,corsec@sumberglobalenergy.com

449,SGRO,Sampoerna Agro Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,AGRICULTURE,Plantation,1,Sumatera Selatan,021-577 1711,Eris Ariaman // Eris.Ariaman@sampoernaagro.com // 021-5771711,www.sampoernaagro.com,"Sampoerna Strategic Square North, Lt. 28 Jl. Jend. Sudirman Kav. 45 Jakarta 12930",4949,PT. Datindo Entrycom,01.598.906.4-054-000,01.598.906.4-301.000,True,18 Jun 2007,36.0,"PTSampoerna Agro Tbk (IDX: SGRO) perusahaan bergerak di bidang perkebunan kelapa sawit dan karet, pabrik kelapa sawit, pabrik penghancur karnel, produksi benih perkecambahan, pemanfaatan produk kehutanan non-kayu (sagu), kehutanan, dan lain-lain yang berlokasi di Sumatera Selatan, Kalimantan Barat, Kalimantan Utara, dan Riau. Selain pengembangan perkebunan mereka sendiri, Perusahaan dan beberapa anak perusahaan telah mengembangkan perkebunan plasma dan mengelola kerjasama dengan petani plasma. Perusahaan mulai beroperasi secara komersial pada bulan November 1998. Perusahaan resmi listing di BEI pada tanggal 18 Juni 2007 dan beralamat di Sampoerna Strategic Square North, Lt. 28 Jl. Jend. Sudirman Kav. 45 Jakarta 12930.",021-577 1712,07 June 1993,eris.ariaman@sampoernaagro.com

451,SHID,Hotel Sahid Jaya International Tbk.,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar","TRADE, SERVICES, & INVESTMENT","Restaurant, Hotel And Tourism",2,Jakarta,5703232,"Ratri Sryantoro Wakeling // ratri@sahidgroup.com // (021) 5704444, 5702425",www.pthsji.com,Jl. Jend. Sudirman No. 86   Jakarta - 10220,10219,PT. Datindo Entrycom,01.002.979.1-054.000,-,True,08 Mei 1990,0.0,PT Hotel Sahid Jaya Tbk (IDX: SHID) perusahaan bergerak di bidang hotel dan akomodasi atau fasilitas sewa guna usaha yang berhubungan dengan hotel. Perusahaan juga melakukan kegiatan yang berkaitan dengan usaha tersebut di atas baik secara langsung maupun tidak langsung. Perusahaan mulai beroperasi secara komersial pada tahun 1974. Perusahaan resmi listing di BEI pada tanggal 08 Mei 1990 dan berkantor pusat di Jl. Jend. Sudirman No. 86 Jakarta - 10220.,5701619,23 May 1969,a

942,SHIP,Sillo Maritime Perdana Tbk.,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,"INFRASTRUCTURE, UTILITIES & TRANSPORTATION",Transportation,2,Jakarta,(62-21) 31996196,Nadya Victaurine // corpsec@sillomp.com // (021) 3199-6196,www.sillomaritime.com,"The City Tower Building, Lt. 6, Jl. MH Thamrin No. 81, Jakarta 10310",,PT. Datindo Entrycom,01.342.992.3-081.000,,True,16 Jun 2016,0.0,"PT Sillo Maritime Perdana Tbk (IDX: SHIP) perusahaan bergerak dalam bidang pelayaran, khususnya penyediaan kapal lepas pantai untuk mendukung industri hulu migas. Perusahaan ini telah beroperasi sejak tahun 1989. Perusahaan resmi listing di BEI pada tanggal 16 Juni 2016 dan berkantor pusat di GHJ Suite Lantai 5-6, Jl. Tanah Abang III No. 18, Petojo, Gambir, Jakarta Pusat 10160.",(62-21) 31996169,,corpsec@sillomp.com

1240,SICO,Sigma Energy Compressindo Tbk.,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas, & Batu Bara",MINING,Others,2,"GKM Green Tower 10th Floor Jl. TB Simatupang Kav 89 G Jakarta Selatan, 12520",02127878099,Nurjamil // corpsec@sinerco.co.id // 02127878099,https://sinerco.co.id/,-,-,PT. Sharestar Indonesia.,02.257.516.5-014.000,-,True,08-Apr-2022,0.0,"PT Sigma Energy Compressindo Tbk (IDX: SICO) didirikan pada tahun 2007, perusahaan bergerak dalam bidang usaha jasa penyewaan alat-alat untuk monetisasi minyak dan gas suar bakar dengan menggunakan teknologi kompresi untuk penurunan emisi gas rumah kaca serta melalui anak usaha bergerak di bidang penjualan bahan bakar minyak dengan merek Shell. Perusahaan resmi listing di BEI pada tanggal 08 April 2022 dan beralamat di GKM Green Tower 10th Floor Jl. TB Simatupang Kav 89 G Jakarta Selatan, 12520.",02127878090,-,corpsec@sinerco.co.id

453,SIDO,Industri Jamu dan Farmasi Sido Muncul Tbk.,Kesehatan,Farmasi & Riset Kesehatan,Farmasi,Farmasi,CONSUMER GOODS INDUSTRY,Pharmaceuticals,1,"Office Sido Muncul, Lantai 1, Gedung Hotel Tentrem, Jl. Gajahmada No. 123, Kel. Pekunden, Kec. Semarang Tengah, Semarang, 50134.",(024) 7692 8811,Tiur Simamora // sidomuncul@indosat.net.id; tiursima@yahoo.com // (024) 7692-8811,http://www.sidomuncul.co.id/,-,-,PT. Sirca Datapro Perdana,01.106.753.5-054.000,-,True,18-Des-2013,24.0,"PT Industri Jamu Dan Farmasi Sido Muncul Tbk (IDX: SIDO) bergerak dalam bidang industri herbal seperti industri medis (farmasi), herbal, kosmetik, makanan dan minuman yang berkaitan dengan kesehatan, perdagangan, transportasi darat dan jasa. Perusahan terkenal sebagai produsen jamu merek Sido Muncul. Perusahaan resmi listing di BEI pada tanggal 18 Desember 2013 dan beralamat di Office Sido Muncul, Lantai 1, Gedung Hotel Tentrem, Jl. Gajahmada No. 123, Kel. Pekunden, Kec. Semarang Tengah, Semarang, 50134.",(024) 7692 8815,18 March 1975,info@sidomuncul.com

455,SILO,Siloam International Hospitals Tbk.,Kesehatan,Jasa & Peralatan Kesehatan,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,"TRADE, SERVICES, & INVESTMENT",Health Care,1,Tangerang,021-25668000,Indra Hertanto // corporate.secretary@siloamhospitals.com // (021) 2566-8000,www.siloamhospitals.com,"Gdg Fak. Kedokteran UPH Lt. 32, Jl. Boulevard Jend. Sudirman No. 15, Lippo Village, Tangerang 15810",-,PT. Sharestar Indonesia,01.788.139.2-054.000,-,True,12 Sep 2013,5.2,"PT Siloam International Hospitals Tbk (IDX: SILO) perusahaan bergerak dalam bidang pelayanan kesehatan. Perusahaan merupakan jaringan rumah sakit swasta dengan nama Siloam Hospitals Group (Siloam). Adapun Siloam merupakan anak perusahaan PT Lippo Karawaci Tbk (IDX: LPKR). Perusahaan resmi listing di BEI pada tanggal 12 September 2013 dan beralamat di Gdg Fak. Kedokteran UPH Lt. 32, Jl. Boulevard Jend. Sudirman No. 15, Lippo Village, Tangerang 15810.",021-5460075,03 August 1996,corporate.secretary@siloamhospitals.com

456,SIMA,Siwani Makmur Tbk,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,"TRADE, SERVICES, & INVESTMENT",Others,2,Jakarta,021-5213555 ( Hunting ),Syonanto Wijaya // syonanto.wijaya@yahoo.com // 021-230-22-57,www.siwani.co.id,"Mayapada Tower 1 Lantai 21 Jl. Jend. Sudirman Kav. 28 Jakarta 12920",-,PT. Ficomindo Buana Registrar,01.318.684.6-054.000,-,True,03 Jun 1994,0.0,"PT Siwani Makmur Tbk (IDX: SIMA) bergerak dalam bidang pembuatan kemasan fleksibel. Perusahaan mulai beroperasi secara komersial pada tahun 1985. Perusahaan resmi listing di BEI pada tanggal 03 Juni 1994 dan beralamat di Jl. Teluk Betung No. 38, Jakarta 10230. Pabrik : Jl. Muara Baru No. 12B, Penjaringan, Jakarta Utara 14440.",021-5214555,07 June 1985,corporate@siwani.co.id

458,SIMP,Salim Ivomas Pratama Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,AGRICULTURE,Plantation,1,Jakarta,021-5795 8822 ext 5000/5001,Yati Salim // corporate.secretary@simp.co.id // (021) 5795-8822,www.simp.co.id,"Sudirman Plaza, Indofood Tower, Lantai 11 Jalan Jendral Sudirman Kav. 76-78 Jakarta 12910",-,PT. Raya Saham Registra,01.596.183.2-092.000,-,True,09 Jun 2011,16.0,"PT Salim Ivomas Pratama Tbk (IDX: SIMP) adalah kelompok usaha agribisnis (SIMP Group) yang terdiversifikasi dan terintegrasi, dengan operasi bisnis utama yang berkisar antara penelitian dan pengembangan, pengembangbiakan dan budidaya kelapa sawit, hingga penggilingan dan pemurnian minyak sawit mentah, dan pemasaran dan distribusi minyak goreng, margarin, shortening dan produk turunan lainnya. SIMP Group juga melakukan penanaman tanaman lain seperti karet, tebu, kakao dan teh. Adapun PT. Indofood Sukses Makmur Tbk (IDX: INDF) yang tergabung di Indonesia dan Indofood Agri Resources Ltd., Singapura (IndoAgri) adalah perusahaan induk dari kedua kelompok tersebut. First Pacific Company Limited, Hong Kong, adalah induk utama Grup. Perusahaan resmi listing di BEI pada tanggal 09 Juni 2011 dan beralamat di Sudirman Plaza, Indofood Tower, Lantai 11 Jalan Jendral Sudirman Kav. 76-78 Jakarta 12910.",021-5793 7504,12 August 1992,corporate.secretary@simp.co.id

1108,SINI,Singaraja Putra Tbk.,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,BASIC INDUSTRY AND CHEMICALS,Wood Industries,2,"Jln. Galeria Singaraja Blok C16-17 Lippo Cikarang, Kabupaten Bekasi 17550",021 8974309,Erick Tonny Tjandra // corsec@singarajaputra.com // 08561972463,https://singarajaputra.com/,-,-,PT. Adimitra Jasa Korpora,02.422.613.6-423.000,-,True,08-Nov-2019,0.0,"PT Singaraja Putra Tbk (IDX: SINI) didirikan pada tanggal 23 November 2005. Perseroan bergerak dalam bidang jasa akomodasi. Penginapan yang dikelola oleh Perusahaan adalah L'Imperial Singaraja, yang berlokasi di Lippo Cikarang. Perseroan mulai beroperasi secara komersial sejak tahun 2006. Perseroan pada tanggal 19 Desember 2018 mengakuisisi PT. Interkayu Nusantara (IKN) yang bergerak di bidang perdagangan dan perindustrian dari kayu. IKN beroperasi secara komersial sejak tahun 1991. Perusahaan resmi listing di BEI pada tanggal 08 November 2019 dan beralamat di Jl. Galeria Singaraja Blok C 16-17 Lippo Cikarang Kabupaten Bekasi 17550.",-,2005,corsec@singarajaputra.com

459,SIPD,Sreeya Sewu Indonesia Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",BASIC INDUSTRY AND CHEMICALS,Animal Feed,2,Jakarta Pusat,021-29819999,Sri Sumiyarsi // marsi@sieradproduce.com // (021) 2981-9999,www.sieradproduce.com,"TCC Batavia Tower One, Lantai 7, Jl. KH. Mas Mansyur Kav. 126 Jakarta Pusat 10220",1784,PT. Raya Saham Registrar (dulu bernama PT. Risjad Salim Registra,01.393.676.0-054.000,-,True,27 Des 1996,0.0,"PT Sreeya Sewu Indonesia Tbk (IDX: SIPD) dahulu bernama PT. Sierad Produce Tbk, perusahaan bergerak dalam pembibitan anak ayam (DOC/Day Old Chicks), penyembelihan ayam dan pengolahan ayam terpadu dengan fasilitas cold storage, pembuatan pakan unggas dan pengeringan jagung. Perusahaan mulai beroperasi secara komersial pada tahun 1985. Perusahaan resmi listing di BEI pada tanggal 27 Desember 1996 dan beralamat di Sequis Tower, Lantai 40, Jl. Jenderal Sudirman Kav.71, Jakarta Selatan, 12190.",021-29819997,06 September 1985,sieradproduce@sieradproduce.com

460,SKBM,Sekar Bumi Tbk.,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,CONSUMER GOODS INDUSTRY,Food & Beverages,2,Jakarta,(021) 51401122,Ivone Margaretha // ivone@sekarbumi.com // (031) 8951910,www.sekarbumi.com,"Plaza Asia Fl. 21, Jl. Jenderal Sudirman Kav. 59, Jakarta 12190",-,PT. EDI Indonesia,01.148.487.0-054.000,-,True,05 Jan 1993,12.0,"PT Sekar Bumi Tbk (IDX: SKBM) bergerak dalam industri produk perikanan, pertanian dan peternakan sapi. Perusahaan mulai beroperasi secara komersial pada tahun 1974. Produknya dijual di pasar domestik dan luar negeri. Perusahaan resmi listing di BEI pada tanggal 28 September 2012 dan beralamat di Plaza Asia Fl. 21, Jl. Jenderal Sudirman Kav. 59, Jakarta 12190.",(021) 51401212,12 April 1973,skbm@sekarbumi.com

461,SKLT,Sekar Laut Tbk.,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,CONSUMER GOODS INDUSTRY,Food & Beverages,2,Jakarta,"(021) 570-4988, (031) 892-1605, (031) 567-1371",Jimmy Herlambang // jimmy@sekarlaut.com // (031) 8921605,http://www.sekar.co.id,"Wisma Nugra Santana Lantai 8, Suite 802  Jl. Jend. Sudirman Kav. 7-8 Jakarta 10220",806,PT. EDI Indonesia,01.140.938.0-054.000,-,True,08 Sep 1993,5.0,"PT Sekar Laut Tbk (IDX: SKLT) perusahaan bergerak dalam bidang pembuatan crackers, saus tomat, sambal dan bumbu siap pakai dan menjual produknya di pasar lokal dan internasional. Perusahaan ini dikendalikan oleh Sekar Group. Perusahaan mulai beroperasi secara komersial pada tanggal 19 Juli 1976. Perusahaan resmi listing di BEI pada tanggal 08 September 1993 dan beralamat di Wisma Nugra Santana Lantai 8, Suite 802 Jl. Jend. Sudirman Kav. 7-8 Jakarta 10220.","(021) 570-4991, (031) 894-1244, (031) 567-2318",19 July 1976,sekarlaut@sekar.co.id

1053,SKRN,Superkrane Mitra Utama Tbk.,Perindustrian,Barang Perindustrian,Machinery,Mesin Konstruksi & Kendaraan Berat,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",Building Construction,2,Jl. Raya Cakung Cilincing No. 9B & 43 Jakarta Utara 14130 Indonesia,(021) 441 3455,Eddy Gunawin // corporate@superkrane.com // (021) 441 3455,www.superkrane.com,"Jl. Raya Cakung Cilincing No. 9B & 43 Jakarta Utara 14130 Indonesia",-,PT. Adimitra Jasa Korpora,-,-,True,11 Okt 2018,0.0,"PT Superkrane Mitra Utama Tbk (IDX: SKRN) Didirikan pada 27 Maret 1996, perusahaan bergerak di bidang usaha dalam bidang jasa sewa crane dan alat- alat berat/fleets lainnya, jasa konstruksi lifting, pengangkutan umum dan perdagangan umum lainnya. Perusahaan resmi listing di BEI pada tanggal 11 Okt 2018 dan beralamat di Jl. Raya Cakung Cilincing No. 9B, Jakarta Utara 14130.",(021) 441 8290,27-Maret-1996,superkrane@superkrane.com

462,SKYB,Northcliff Citranusa Indonesia Tbk.,Teknologi,Perangkat Lunak & Jasa TI,Perangkat Lunak,Perangkat Lunak,"TRADE, SERVICES, & INVESTMENT",Retail Trade,2,Jakarta Pusat,2157973000,Meiliana Widjaja // corsec@skybee.com // (021) 3907882,www.skybee.com,"Equity Tower Lantai 45 Suite H, Sudirman Central Business District (SCBD) Lot 9,  Jakarta 12190.",-,PT. Sirca Datapro Perdana,02.250.398.1-021.000,-,True,07 Jul 2010,0.0,"PT Northcliff Citranusa Indonesia Tbk (IDX: SKYB) sebelumnya bernama PT Skybee Tbk, perusahaan bergerak dalam perdagangan ponsel dan produk pendukung penyedia layanan. Perusahaan mulai beroperasi secara komersial pada tahun 1996. Perusahaan resmi listing di BEI pada tanggal 07 Juli 2010 dan beralamat di Plaza Aminta Building lantai 3 Suite 303 Jl. TB. Simatupang Kav. X Jakarta Selatan 12310.",2157973001,1995,corsec@skybee.com
